complaints,label
El acceso limitado a la tecnología y el software está haciendo que sea difícil mantenerse al día con el ritmo de los cursos. Se siente como si estuviera constantemente jugando a ponerse al día.,1
La falta de cursos disponibles está haciendo que sea difícil tomar electivos que me interesen. Siento que mis opciones académicas son demasiado limitadas.,1
El acceso limitado a los asesores académicos me hace sentir como si estuviera por mi cuenta cuando se trata de tomar decisiones académicas importantes.,1
Es frustrante que tengamos un acceso tan limitado a los asesores académicos. Hace difícil planificar nuestras carreras académicas y obtener la orientación que necesitamos.,1
Estoy realmente luchando con encontrar y acceder a los materiales del curso. Está haciendo que sea difícil seguir el curso de trabajo.,1
Me gustaría que hubiera más disponibilidad de cursos. Es frustrante tener opciones limitadas para las clases y no poder tomar lo que necesitamos.,1
El acceso limitado a la tecnología y el software es un problema importante. Está obstaculizando nuestra capacidad para completar las tareas y mantenerse al día con las demandas de nuestros cursos.,1
El acceso limitado a las bases de datos y los materiales de investigación es un gran problema que dificulta la realización de tareas de investigación y la redacción de documentos.,1
Es realmente frustrante que no tengamos mejor acceso a los asesores académicos. Está causando mucho estrés y ansiedad.,1
La dificultad para encontrar y acceder a los materiales del curso está haciendo que sea difícil tener éxito en nuestras clases.,1
La disponibilidad limitada de cursos es un gran problema para los estudiantes. Necesitamos más opciones para que las clases puedan cumplir con nuestros objetivos académicos.,1
El acceso limitado a la tecnología y el software está impidiendo que podamos completar las tareas a tiempo y lo mejor que podamos.,1
Es realmente frustrante tener acceso limitado a bases de datos y materiales de investigación.,1
Siento que no estoy recibiendo el apoyo que necesito de asesores académicos. El acceso limitado a ellos está haciendo que sea difícil planificar mi carrera académica.,1
La dificultad para encontrar y acceder a los materiales del curso es una fuente importante de estrés para los estudiantes. Es importante que tengamos acceso a lo que necesitamos para tener éxito.,1
La disponibilidad limitada de cursos es un problema importante para los estudiantes. Necesitamos más opciones para poder tomar las clases que necesitamos.,1
El acceso limitado a la tecnología y el software es un problema importante. Está afectando nuestra capacidad de tener éxito en nuestros cursos y prepararse para la fuerza laboral.,1
El acceso limitado a bases de datos y materiales de investigación está causando mucha frustración entre los estudiantes. Necesitamos un mejor acceso para ser capaces de tener éxito académico.,1
Es muy difícil tener éxito académico cuando tenemos acceso limitado a asesores académicos.,1
La dificultad para encontrar y acceder a los materiales del curso es una barrera para el éxito de muchos estudiantes. Es importante que tengamos acceso a lo que necesitamos para tener éxito.,1
La disponibilidad limitada de los cursos está causando mucho estrés para los estudiantes. Necesitamos más opciones para poder tomar las clases que necesitamos.,1
El acceso limitado a la tecnología y el software está haciendo difícil completar las tareas y prepararse para la fuerza laboral. Es un problema importante para los estudiantes.,1
El acceso limitado a bases de datos y materiales de investigación está haciendo que sea difícil completar tareas y escribir documentos.,1
Es realmente frustrante no tener más acceso a los asesores académicos. Es importante que tengamos apoyo para poder planificar nuestras carreras académicas.,1
La dificultad para encontrar y acceder a los materiales del curso es un problema importante. Es importante que tengamos acceso a lo que necesitamos para tener éxito académico.,1
La disponibilidad limitada de los cursos está afectando nuestra capacidad de graduarnos a tiempo y cumplir con nuestros objetivos académicos.,1
El acceso limitado a la tecnología y el software es un problema importante para los estudiantes. Es importante que tengamos acceso a las herramientas que necesitamos para tener éxito académico y en la fuerza laboral.,1
El acceso limitado a bases de datos y materiales de investigación está causando mucha frustración a los estudiantes. Es importante que tengamos un mejor acceso para completar nuestros cursos.,1
"Los asesores académicos son tan importantes, pero el acceso limitado a ellos está haciendo difícil planificar nuestras carreras académicas y tener éxito.",1
La dificultad para encontrar y acceder a los materiales del curso está causando mucho estrés a los estudiantes.,1
Es frustrante no poder encontrar los recursos que necesito para mis proyectos de investigación debido al acceso limitado a bases de datos y materiales de investigación.,1
La disponibilidad limitada del curso hace que sea difícil programar mis clases para el próximo semestre.,1
La dificultad para encontrar y acceder a los materiales del curso está realmente obstaculizando mi capacidad de estudiar eficazmente.,1
"La falta de acceso a los asesores académicos es realmente preocupante, especialmente cuando tengo preguntas sobre la selección de cursos y la planificación de la carrera.",1
El acceso limitado a la tecnología y el software está haciendo que sea difícil completar las tareas y mantenerse al día con mis cursos.,1
Me preocupa que mis proyectos de investigación no estén al nivel debido al limitado acceso a bases de datos y materiales de investigación.,1
La disponibilidad limitada del curso está haciendo imposible completar mis requisitos de grado a tiempo.,1
Siento que me estoy quedando atrás en mis cursos debido a la dificultad de encontrar y acceder a los materiales del curso.,1
"La falta de acceso a los asesores académicos es realmente frustrante, especialmente cuando necesito ayuda para programar o resolver problemas académicos.",1
El acceso limitado a la tecnología y el software está afectando mi capacidad de competir con mis compañeros y prepararse para mi futura carrera.,1
Estoy luchando para encontrar los materiales necesarios para mis cursos debido al acceso limitado disponible.,1
El acceso limitado a los asesores académicos está haciendo que sea difícil para mí planificar mi carrera académica y obtener el apoyo que necesito.,1
La disponibilidad limitada de cursos me está haciendo tener que ajustar mis planes académicos y aspiraciones profesionales.,1
El acceso limitado a la tecnología y el software está haciendo que me quede rezagado en mis cursos y luche con las tareas.,1
Me preocupa la calidad de mis proyectos de investigación debido al limitado acceso a bases de datos y materiales de investigación.,1
La dificultad para encontrar y acceder a los materiales del curso me está haciendo pasar tiempo y recursos innecesarios tratando de completar las asignaciones.,1
El acceso limitado a los asesores académicos me está haciendo sentir sin apoyo y desconectado de mis metas académicas.,1
La disponibilidad limitada de cursos me está haciendo perder valiosas oportunidades académicas y experiencias.,1
El acceso limitado a la tecnología y el software me está haciendo tener que utilizar herramientas y recursos obsoletos para mi trabajo de curso.,1
Siento que no soy capaz de alcanzar todo mi potencial académico debido al limitado acceso a bases de datos y materiales de investigación.,1
La dificultad para encontrar y acceder a los materiales del curso me está haciendo sentir estresada y abrumada con mi trabajo de curso.,1
El acceso limitado a los asesores académicos me está haciendo sentir perdido y sin apoyo en mi viaje académico.,1
Me preocupa que mis logros académicos y perspectivas de carrera se verán afectados por la limitada disponibilidad de cursos.,1
El acceso limitado a la tecnología y el software me está haciendo sentir desprevenido para las demandas de la mano de obra moderna.,1
El acceso limitado a las bases de datos y los materiales de investigación está dificultando la elaboración de proyectos y tareas de investigación de alta calidad.,1
Estoy luchando para mantenerme al día con mi trabajo debido a la dificultad en encontrar y acceder a los materiales del curso.,1
El acceso limitado a los asesores académicos me está haciendo sentir que no estoy recibiendo la orientación que necesito para tener éxito académico.,1
La disponibilidad limitada de los cursos me está haciendo tener que cambiar mis planes y metas académicas.,1
El acceso limitado a la tecnología y el software me está haciendo sentir que no estoy desarrollando las habilidades que necesito para tener éxito en mi futura carrera.,1
El acceso limitado a bases de datos y materiales de investigación me está haciendo sentir como si no fuera capaz de explorar completamente mis intereses académicos.,1
La dificultad de encontrar y acceder a los materiales del curso me está haciendo perder tiempo y dinero tratando de completar las asignaciones.,1
El acceso limitado a los asesores académicos me está haciendo sentir que no estoy recibiendo el apoyo académico que necesito.,1
La disponibilidad limitada de los cursos me está haciendo sentir que no soy capaz de participar plenamente en mis estudios académicos.,1
"Como estudiante en un área remota, estoy luchando para acceder a los materiales necesarios del curso debido a la disponibilidad limitada en línea.",1
Es frustrante cuando no puedes acceder a bases de datos y materiales de investigación que necesitas para tus tareas porque solo están disponibles en la biblioteca y no puedes visitarla.,1
El acceso limitado a la tecnología y el software está obstaculizando mi capacidad para completar mi trabajo de curso a lo mejor de mi capacidad.,1
Estoy pagando una cantidad significativa por la matrícula y es decepcionante que no pueda acceder a todos los recursos que necesito para mis estudios.,1
La limitada disponibilidad de los cursos me hace difícil planificar mi horario académico y completar mi título de manera oportuna.,1
Me gustaría que hubiera más asesores académicos disponibles para guiarme a través de mi programa de grado y responder a mis preguntas.,1
El acceso limitado a los recursos académicos me ha hecho difícil alcanzar las calificaciones de las que soy capaz.,1
Estoy luchando para encontrar y acceder a los materiales del curso necesarios para mis clases debido a la disponibilidad limitada en la biblioteca y en línea.,1
La falta de acceso a bases de datos y materiales de investigación está obstaculizando mi capacidad de llevar a cabo investigaciones exhaustivas para mis trabajos.,1
"Es frustrante no tener acceso a la última tecnología y software, especialmente cuando se requiere para ciertas clases.",1
El acceso limitado a los recursos académicos me impide participar plenamente en mis estudios y alcanzar todo mi potencial.,1
Me resulta difícil completar mis tareas debido al limitado acceso a la tecnología y el software que necesito.,1
"El acceso limitado a los recursos académicos está causando estrés y ansiedad innecesarios, lo que está afectando negativamente mi rendimiento académico.",1
"Es frustrante saber que hay bases de datos y materiales de investigación que podrían beneficiar mis estudios, pero no tengo acceso a ellos.",1
Me gustaría que hubiera más asesores académicos disponibles para guiarme a través de mi programa de licenciatura y ayudarme a sacar el máximo provecho de mi experiencia universitaria.,1
La limitada disponibilidad del curso está causando conflictos de programación y dificultando la planificación de mi trayectoria académica.,1
El acceso limitado a la tecnología y el software me impide explorar nuevos campos y expandir mis conocimientos.,1
Estoy pagando por el acceso a los recursos académicos y es decepcionante que no estén fácilmente disponibles para mí.,1
El acceso limitado a bases de datos y materiales de investigación me está haciendo difícil completar mi tesis.,1
"Me gustaría que hubiera más oportunidades para acceder a los recursos académicos, como las horas de biblioteca extendidas o los recursos en línea.",1
El limitado acceso a los recursos académicos está dificultando la búsqueda de mis intereses y pasiones académicas.,1
Me resulta difícil completar mis tareas a tiempo debido al limitado acceso a la tecnología y el software.,1
El acceso limitado a los recursos académicos me impide aprovechar al máximo mi experiencia universitaria y alcanzar mis objetivos académicos.,1
La limitada disponibilidad de cursos me impide tomar las clases que necesito para completar mi título.,1
Desearía que hubiera más asesores académicos disponibles para proporcionar orientación y apoyo a lo largo de mi experiencia universitaria.,1
El acceso limitado a la tecnología y el software está obstaculizando mi capacidad de prepararme para mi futura carrera.,1
El acceso limitado a los recursos académicos está creando una desventaja para mí en comparación con otros estudiantes que tienen mayor acceso.,1
El acceso limitado a bases de datos y materiales de investigación está dificultando la realización de investigaciones de calidad para mis trabajos.,1
"Estoy luchando para encontrar y acceder a los materiales del curso que necesito, lo que está afectando negativamente mi rendimiento académico.",1
El acceso limitado a los recursos académicos está haciendo que sea difícil para mí participar plenamente en mis estudios y aprovechar todo lo que mi universidad tiene para ofrecer.,1
"Estoy encontrando la carga de trabajo académica realmente abrumadora, y ha sido una lucha para mantenerse al día con todas las tareas.",1
"El material del curso es extremadamente desafiante, y a menudo siento que no lo entiendo completamente.",1
He estado luchando con mis habilidades de gestión del tiempo últimamente y ha estado afectando mis calificaciones. Realmente necesito mejorar en priorizar mis tareas.,1
"Equilibrar el trabajo y las responsabilidades académicas ha sido un verdadero reto para mí, y a menudo siento que me están tirando en dos direcciones diferentes.",1
"Me resulta difícil equilibrar mis actividades extracurriculares con mi trabajo académico, y a menudo me siento estresada y abrumada.",1
"La falta de sueño y fatiga ha sido un problema real para mí últimamente, y ha estado afectando mi capacidad de enfocarme y mantenerme motivado.",1
"He estado lidiando con mucho estrés y ansiedad últimamente, y ha sido muy difícil estar al tanto de mi trabajo escolar.",1
"Las preocupaciones de salud mental han sido un factor importante en mi desempeño académico, y realmente necesito priorizar el autocuidado para tener éxito.",1
"Estoy luchando para mantenerme al día con la carga de trabajo académica, y me ha estado causando mucho estrés y ansiedad.",1
"El material del curso es realmente desafiante, y a menudo siento que estoy por encima de mi cabeza.",1
"No soy muy buena manejando mi tiempo, y a menudo me encuentro luchando para equilibrar mi trabajo académico con mis otros compromisos.",1
"Equilibrar el trabajo y las responsabilidades académicas ha sido una verdadera lucha para mí, y ha estado afectando a mis calificaciones.",1
"A menudo tengo conflictos con mis otros compromisos, y ha sido difícil encontrar tiempo para centrarme en mis tareas escolares.",1
"Me he estado sintiendo muy cansado y quemado últimamente, y ha sido difícil estar motivado para estudiar.",1
"El estrés y la ansiedad de la vida universitaria me han estado afectando, y tengo problemas para centrarme en mis cursos.",1
"Mi salud mental ha sido un factor importante en mi desempeño académico, y necesito priorizar el autocuidado para tener éxito.",1
"Me siento abrumado por la carga de trabajo académica, y estoy luchando para seguir con todo.",1
"El material del curso es realmente difícil, y a menudo siento que no lo entiendo completamente.",1
"No soy muy bueno manejando mi tiempo, y ha estado afectando mis notas.",1
"Equilibrar el trabajo y las responsabilidades académicas ha sido un reto para mí, y me ha estado causando mucho estrés.",1
"A menudo tengo conflictos con mis otros compromisos, y ha sido difícil encontrar tiempo para centrarme en mis tareas escolares.",1
"Me he estado sintiendo muy exhausta últimamente, y ha sido difícil estar motivada para estudiar.",1
"El estrés y la ansiedad de la vida universitaria ha sido realmente abrumador, y ha estado afectando mi salud mental.",1
"Estoy lidiando con algunos problemas de salud mental que han estado afectando mi desempeño académico, y necesito buscar ayuda.",1
"La carga de trabajo académica ha sido muy intensa últimamente, y ha sido una lucha para mantenerse al día con todo.",1
"El material del curso es realmente desafiante, y a menudo siento que no soy lo suficientemente inteligente para entenderlo.",1
Necesito trabajar en mis habilidades de gestión del tiempo porque me siento constantemente atrasado en mis cursos.,1
"Equilibrar el trabajo y las responsabilidades académicas ha sido una verdadera lucha, y no estoy seguro de cómo hacerlo funcionar.",1
"Tengo muchos otros compromisos que a menudo entran en conflicto con mi trabajo escolar, y ha sido muy difícil hacer malabares con todo.",1
"Últimamente me he sentido muy abatido, y ha sido difícil mantenerme enfocado en mis estudios.",1
El estrés y la ansiedad de la vida universitaria ha sido realmente abrumador,1
"La carga de trabajo académica se está volviendo abrumadora, especialmente con la dificultad de material de curso. Es difícil manejar bien mi tiempo y equilibrar mis responsabilidades laborales con las académicas. Me cuesta dormir debido al estrés y la ansiedad que esto me está causando, y está empezando a afectar mi salud mental.",1
"Me encuentro luchando con la dificultad, por supuesto material y tratando de manejar mi tiempo de manera efectiva. Equilibrar el trabajo y las responsabilidades académicas es un desafío, y no estoy durmiendo lo suficiente. Esto me está causando estrés y ansiedad, lo que está afectando mi salud mental.",1
"La gestión de la carga de trabajo académica y la dificultad del material de curso es una lucha constante. Necesito mejorar mis habilidades de gestión del tiempo para equilibrar el trabajo y las responsabilidades académicas, pero es difícil cuando tengo conflictos de tiempo con otros compromisos.La falta de sueño está empezando a afectar mi salud mental, y me siento estresada y ansiosa.",1
"Me resulta difícil mantenerme al día con la carga de trabajo académica, sobre todo porque el material del curso es difícil. Equilibrar el trabajo y las responsabilidades académicas es difícil, y a menudo hay conflictos de tiempo con otros compromisos. No duermo lo suficiente, y está empezando a afectar mi salud mental. El estrés y la ansiedad son abrumadores.",1
"La carga de trabajo académica me está afectando, especialmente porque el material del curso es tan difícil. Estoy tratando de manejar mi tiempo de manera efectiva, pero es un reto equilibrar el trabajo y las responsabilidades académicas. Siempre hay conflictos de tiempo con otros compromisos, y no estoy durmiendo lo suficiente. Esto me está causando estrés y ansiedad, y está empezando a afectar mi salud mental.",1
"Estoy luchando con la carga de trabajo académica y la dificultad del material del curso. Necesito mejorar mis habilidades de gestión del tiempo para equilibrar el trabajo y las responsabilidades académicas, pero siempre hay conflictos de tiempo con otros compromisos. No duermo bien, y está afectando mi salud mental. Me siento estresado y ansioso todo el tiempo.",1
"Es un reto mantenerme al día con la carga de trabajo académica, especialmente porque el material del curso es tan difícil. Necesito trabajar en mis habilidades de gestión del tiempo para equilibrar el trabajo y las responsabilidades académicas, pero siempre hay conflictos de tiempo con otros compromisos.La falta de sueño está empezando a afectar mi salud mental, y me siento estresada y ansiosa.",1
"La carga de trabajo académica se está volviendo abrumadora, y el material del curso es tan desafiante. Estoy luchando para equilibrar el trabajo y las responsabilidades académicas y manejar mi tiempo de manera eficaz. A menudo hay conflictos de tiempo con otros compromisos, y no estoy durmiendo lo suficiente. Esto me está causando estrés y ansiedad, y mi salud mental está sufriendo.",1
"La carga de trabajo académica está llegando a ser demasiado, y estoy encontrando el material del curso cada vez más difícil. Necesito mejorar mis habilidades de gestión del tiempo para equilibrar el trabajo y las responsabilidades académicas, pero siempre hay conflictos de tiempo con otros compromisos.La falta de sueño está empezando a afectar mi salud mental, y me siento estresado y ansioso todo el tiempo.",1
"La gestión de la carga de trabajo académica es un reto, especialmente porque el material del curso es tan difícil. Necesito equilibrar el trabajo y las responsabilidades académicas, pero a menudo hay conflictos de tiempo con otros compromisos. La falta de sueño está empezando a afectar mi salud mental, y me siento estresada y ansiosa.",1
"La carga de trabajo académica es abrumadora, y el material del curso es difícil de entender. Equilibrar el trabajo y las responsabilidades académicas es difícil, y siempre hay conflictos de tiempo con otros compromisos. No estoy durmiendo lo suficiente, y el estrés y la ansiedad están empezando a afectar mi salud mental.",1
"Es difícil mantenerse al día con la carga de trabajo académica, y la dificultad del material del curso lo está haciendo aún más difícil. Equilibrar el trabajo y las responsabilidades académicas es un desafío, y a menudo hay conflictos de tiempo con otros compromisos.",1
"He descubierto que la carga de trabajo académico ha sido extremadamente pesada este semestre, lo que me ha dejado abrumado y estresado.",1
"La dificultad del material del curso es mucho mayor de lo que esperaba, y estoy luchando por mantenerme al día.",1
He estado luchando con las habilidades de gestión del tiempo y he encontrado difícil equilibrar mis responsabilidades académicas con el trabajo y otros compromisos.,1
"El equilibrio entre el trabajo y las responsabilidades académicas ha sido un reto importante, y me ha resultado difícil mantener un equilibrio saludable entre la vida laboral y la vida personal.",1
Los conflictos de tiempo con otros compromisos han hecho difícil mantenerse al día con los cursos y las tareas.,1
Estoy luchando con la falta de sueño y la fatiga debido a las demandas de mi carga de trabajo académico.,1
"El estrés y la ansiedad de la carga de trabajo académica han estado afectando mi salud mental, y me resulta difícil de sobrellevar.",1
Me preocupa mi salud mental y he estado experimentando síntomas de depresión y ansiedad debido a la carga de trabajo académica.,1
"La carga de trabajo académica es abrumadora, y estoy luchando para encontrar maneras de manejar mi estrés y mantener mi salud mental.",1
"He estado encontrando difícil equilibrar mi carga de trabajo académico con otros compromisos, como las actividades extracurriculares y la vida social.",1
"El material del curso es mucho más difícil de lo que esperaba, y estoy luchando para mantener el ritmo de la clase.",1
"Me resulta difícil administrar mi tiempo de manera eficaz, y está afectando mi capacidad de mantenerme al día con las tareas y los cursos.",1
"El equilibrio entre el trabajo y las responsabilidades académicas ha sido un desafío importante, y me resulta difícil encontrar tiempo para el autocuidado y la relajación.",1
"Estoy luchando por mantenerme al día con mis cursos debido a conflictos de tiempo con otros compromisos, como el trabajo a tiempo parcial y las obligaciones familiares.",1
La falta de sueño y la fatiga han afectado mi capacidad de enfocarme en los cursos y mantenerme motivado.,1
"La carga de trabajo académica está causando estrés y ansiedad importantes, y me resulta difícil hacer frente a la presión.",1
Estoy preocupado por mi salud mental y he estado experimentando síntomas de agotamiento y agotamiento debido a las demandas de mi carga de trabajo académico.,1
Estoy luchando para encontrar maneras de manejar mi estrés y mantener mi salud mental mientras equilibra mis responsabilidades académicas con otros compromisos.,1
"El material del curso es mucho más difícil de lo que esperaba, y me resulta difícil entender y retener la información.",1
"Estoy luchando para administrar mi tiempo de manera eficaz, y está afectando mi capacidad de mantenerme al día con las asignaciones y los cursos de trabajo.",1
"El equilibrio entre el trabajo y las responsabilidades académicas ha sido un reto, y me resulta difícil encontrar tiempo para actividades sociales y pasatiempos.",1
"Los conflictos de tiempo con otros compromisos han estado causando estrés y ansiedad significativos, y me resulta difícil mantenerme motivado.",1
"La falta de sueño y la fatiga han afectado mi capacidad de concentrar y retener información, y me preocupa mi rendimiento académico.",1
"La carga de trabajo académica está causando estrés y ansiedad importantes, y me resulta difícil hacer frente a la presión.",1
"Estoy experimentando síntomas de ansiedad y depresión debido a las demandas de mi carga de trabajo académico, y estoy preocupado por mi salud mental.",1
"La carga de trabajo académica es abrumadora, y me resulta difícil mantenerme motivado y participar en mis estudios.",1
He estado luchando para encontrar maneras de manejar mi estrés y mantener mi salud mental mientras equilibraba mis responsabilidades académicas con otros compromisos.,1
"El material del curso es mucho más desafiante de lo que esperaba, y estoy luchando para entender los conceptos y las asignaciones completas.",1
Estoy luchando para administrar mi tiempo de manera eficaz y me resulta difícil equilibrar mis responsabilidades académicas con el trabajo y las actividades sociales.,1
"El equilibrio entre el trabajo y las responsabilidades académicas ha sido un reto importante, y lo estoy encontrando",1
"La carga de trabajo académica de este semestre es abrumadora, estoy teniendo problemas para seguir con todas las tareas y lecturas.",1
"Encuentro que el material del curso para mi clase de matemáticas es extremadamente difícil. He estado asistiendo a sesiones de estudio extra, pero todavía me siento perdido.",1
Equilibrar mi trabajo a tiempo parcial con mis cursos ha sido una gran lucha. Estoy constantemente agotado y siento que no tengo suficiente tiempo para centrarme en la escuela.,1
"Tengo un conflicto de tiempo con una de mis clases y está causando mucho estrés. Estoy tratando de trabajar con mi asesor para encontrar una solución, pero está resultando ser difícil.",1
No estoy durmiendo lo suficiente y está empezando a afectar mi rendimiento académico. He intentado ajustar mi horario pero todavía no puedo descansar lo suficiente.,1
"Me siento abrumado con la cantidad de trabajo que tengo que hacer, y está causando mucho estrés y ansiedad.",1
"He estado experimentando problemas de salud mental y está haciendo que sea difícil centrarse en la escuela. Estoy tratando de buscar ayuda, pero ha sido un proceso lento.",1
"Tengo muchos compromisos fuera de la escuela, incluidas las responsabilidades familiares, y ha sido un reto equilibrar todo.",1
Estoy luchando con la gestión del tiempo y encontrar difícil priorizar mi trabajo de curso. Estoy buscando recursos para ayudarme a mejorar mis habilidades.,1
El material del curso para mi clase de historia es muy denso y difícil de entender. Espero encontrar un tutor o grupo de estudio que me ayude a navegar por él.,1
He estado trabajando mucho últimamente y ha sido difícil encontrar tiempo para centrarme en el trabajo escolar. Estoy tratando de encontrar maneras de manejar mejor mi tiempo.,1
La cantidad de tareas de lectura y escritura en mi clase de inglés es abrumadora. Me resulta difícil mantenerme al día con la carga de trabajo.,1
Estoy sintiendo mucho estrés y ansiedad por los próximos exámenes. Estoy tratando de desarrollar mejores hábitos de estudio para ayudarme a controlar mi estrés.,1
Estoy teniendo problemas para equilibrar mis actividades extracurriculares con mis cursos. Estoy considerando reducir algunas actividades para centrarme más en la escuela.,1
Me siento quemada y agotada por las demandas de mis cursos. Estoy tratando de encontrar formas de recargar y cuidar de mi salud mental.,1
Tengo un montón de compromisos personales que están haciendo difícil priorizar mi trabajo escolar. Estoy buscando estrategias para ayudarme a manejar mejor mi tiempo.,1
El material del curso para mi clase de física es muy desafiante y estoy luchando para seguir el ritmo. Estoy considerando la posibilidad de buscar ayuda adicional de un tutor.,1
Me siento abrumado con la cantidad de lectura y asignaciones en mi clase de sociología. Estoy tratando de dividir las cosas en tareas más pequeñas para hacerlo más manejable.,1
Estoy teniendo problemas para dormir por la noche y me está haciendo sentir cansado y desenfocado durante el día. Estoy buscando maneras de mejorar mis hábitos de sueño.,1
